"IDs","Gender","Age","Latino","Race","Income","Marital","zip","city","state","latitude","longitude"
"CIPGND8R6QW9",1,66,FALSE,5,1,"Single","45301","Alpha","OH",39.711173,-84.02323
"CIPGNDJN3FP9",2,22,FALSE,3,4,"Married","15435","Fairbank","PA",39.950123,-79.858471
"CIPGNDK5MJZ6",1,34,TRUE,3,4,"Single","72644","Lead Hill","AR",36.424286,-92.925
"CIPGNDKL3BM9",1,56,FALSE,5,5,"Single","64106","Kansas City","MO",39.103704,-94.57311
"CIPGNDKRYMJ1",2,51,TRUE,2,4,"Married","32118","Daytona Beach","FL",29.210309,-81.00259
"CIPGNDWBX651",2,56,TRUE,4,5,"Married","16619","Blandburg","PA",40.684811,-78.41481
"CIPGNR43H4J7",1,56,TRUE,5,1,"Single","97524","Eagle Point","OR",42.484283,-122.74031
"CIPGNR4JWNH0",1,67,FALSE,2,2,"Single","26711","Capon Bridge","WV",39.293252,-78.47306
"CIPGNR8XHHV5",2,66,FALSE,4,3,"Single","22106","McLean","VA",38.831813,-77.288755
"CIPGNRLRHKR6",2,61,FALSE,2,6,"Single","73103","Oklahoma City","OK",35.489709,-97.51819
"CIPGNRNMJK51",1,37,FALSE,5,2,"Single","33612","Tampa","FL",28.048595,-82.45171
"CIPGNHTX95Q8",2,28,TRUE,5,4,"Single","61857","Muncie","IL",40.11594,-87.84208
"CIPGNKRVM2Y0",2,66,TRUE,4,5,"Married","30439","Metter","GA",32.414401,-82.05534
"CIPGNK783VN1",2,26,FALSE,5,4,"Single","05764","Poultney","VT",43.521021,-73.21603
"CIPGNL2DWVR7",2,41,FALSE,2,4,"Single","33631","Tampa","FL",27.871964,-82.438841
"CIPGNM8S3ZX5",1,71,FALSE,5,5,"Married","33034","Homestead","FL",25.431506,-80.51382
"CIPGNNL65W52",2,37,FALSE,4,5,"Married","72396","Wynne","AR",35.229779,-90.83237
"CIPGNNNW8FD5",1,44,FALSE,5,7,"Single","25248","Kenna","WV",38.631892,-81.62048
"CIPGNNRSK874",1,26,TRUE,5,5,"Married","53573","Muscoda","WI",43.1914,-90.45655
"CIPGNPW9FBF8",2,23,FALSE,5,6,"Single","12485","Tannersville","NY",42.199479,-74.12514
"CIPGNPX2VT99",2,26,FALSE,5,4,"Married","27884","Stokes","NC",35.700448,-77.27014
"CIPGNPXR9C35",2,56,FALSE,3,3,"Married","15021","Burgettstown","PA",40.383884,-80.41364
"CIPGNPY9HM46",2,42,TRUE,5,5,"Single","94948","Novato","CA",38.148858,-122.573745
"CIPGNR7HMZR2",2,51,FALSE,5,5,"Married","60072","Ringwood","IL",42.405464,-88.30274
"CIPGNR9CR6M0",2,41,TRUE,5,1,"Single",NA,NA,NA,NA,NA
"CIPGNRC4TQ60",1,74,TRUE,5,5,"Single","24087","Elliston","VA",37.218668,-80.2335
"CIPGNR9NZBM0",1,38,FALSE,4,1,"Married","61081","Sterling","IL",41.813776,-89.70537
"CIPGP36M23J8",1,56,FALSE,5,2,"Married","10158","New York","NY",40.749435,-73.9758
"CIPGP36XSBR0",2,71,FALSE,5,2,"Married","26430","Sand Fork","WV",38.891042,-80.74656
"CIPGP35RWFJ0",2,44,FALSE,5,4,"Single","89714","Carson City","NV",39.167833,-119.776409
"CIPGP376KDR7",2,32,FALSE,2,6,"Single","30652","Greensboro","GA",33.559342,-83.364156
"CIPGP3H2V789",2,61,FALSE,5,4,"Married","58365","Rocklake","ND",48.84741,-99.26643
"CIPGP4NSC2N1",1,29,FALSE,1,5,"Married","25235","Chloe","WV",38.661766,-81.07615
"CIPGP4NW8HR8",1,39,TRUE,4,4,"Single","33129","Miami","FL",25.757227,-80.20656
"CIPGP4NS7347",1,31,TRUE,4,4,"Married","85258","Scottsdale","AZ",33.566635,-111.89337
"CIPGP4P56TQ3",1,51,FALSE,5,1,"Single","23832","Chesterfield","VA",37.405699,-77.5838
"CIPGP4P3HLX3",2,44,TRUE,3,5,"Married","75411","Arthur City","TX",33.86751,-95.60594
"CIPGP4P6KZZ6",2,51,FALSE,5,6,"Married","48503","Flint","MI",43.011227,-83.69291
"CIPGP4P3RBS5",1,23,FALSE,3,1,"Single","21634","Fishing Creek","MD",38.288409,-76.20146
"CIPGP4Q2VDR6",2,45,FALSE,5,5,"Single","28725","Dillsboro","NC",35.36852,-83.25321
"CIPGP4P82YD0",1,34,FALSE,5,5,"Single","29550","Hartsville","SC",34.386728,-80.08256
"CIPGP4Q56QQ4",1,28,FALSE,5,4,"Married","16046","Mars","PA",40.695658,-80.03359
"CIPGP4Q97L42",2,51,TRUE,5,4,"Married","35546","Berry","AL",33.628719,-87.58251
"CIPGP53DPMX6",1,45,FALSE,5,5,"Married","67151","Walton","KS",38.13467,-97.25509
"CIPGP53PNTV5",1,66,TRUE,5,4,"Married","65453","Cuba","MO",38.092097,-91.4163
"CIPGP53T7WR2",2,32,FALSE,4,6,"Single","63339","Curryville","MO",39.334216,-91.37684
"CIPGP546BJN0",1,64,TRUE,5,6,"Married","20388","Washington","DC",38.872553,-76.996605
"CIPGP54BPVX7",1,29,FALSE,5,5,"Single","50647","Janesville","IA",42.646089,-92.473
"CIPGP53ZMP65",2,56,TRUE,5,2,"Single","12071","Fultonham","NY",42.565907,-74.41457
"CIPGP54FFJW7",2,42,FALSE,3,7,"Married","68005","Bellevue","NE",41.146848,-95.90796
"CIPGP54DLK70",1,37,FALSE,5,5,"Married","26435","Simpson","WV",39.266262,-80.09206
"CIPGP54NZQM2",1,45,FALSE,5,7,"Married","73847","Knowles","OK",36.903089,-100.22748
"CIPGP54KZCH9",2,74,FALSE,1,4,"Single","28367","Norman","NC",35.173481,-79.72363
"CIPGP67JKH71",1,35,FALSE,5,6,"Married","96009","Bieber","CA",41.119727,-121.1362
"CIPGP67QJRL4",2,67,FALSE,5,5,"Married","93117","Goleta","CA",34.443746,-119.94215
"CIPGP6877VM1",1,64,TRUE,5,4,"Married","65443","Brinktown","MO",38.125349,-92.08435
"CIPGP68HQFF1",1,61,TRUE,5,5,"Married","43326","Kenton","OH",40.642266,-83.60577
"CIPGP68FQL69",1,38,FALSE,5,1,"Married","95644","Kit Carson","CA",38.463282,-120.550021
"CIPGP68VCCX2",2,66,TRUE,5,6,"Single","72345","Marked Tree","AR",35.531429,-90.414113
"CIPGP68QQ8X1",2,38,FALSE,4,2,"Married","67451","Hope","KS",38.689794,-97.12005
"CIPGP693C9J5",2,57,FALSE,5,1,"Single","43682","Toledo","OH",41.686778,-83.43943
"CIPGP698QS24",1,52,TRUE,2,4,"Single","43660","Toledo","OH",41.654649,-83.532883
"CIPGP69CZB62",2,37,FALSE,5,4,"Single",NA,NA,NA,NA,NA
"CIPGP8L2TWY1",2,38,FALSE,4,6,"Single","48727","Clifford","MI",43.314176,-83.18115
"CIPGP8LRDH82",2,57,FALSE,5,4,"Married","81021","Arlington","CO",38.414313,-103.37824
"CIPGP9479DF5",1,32,TRUE,4,4,"Single","32209","Jacksonville","FL",30.354588,-81.69113
"CIPGPCCT5VH9",1,63,FALSE,5,1,"Married","47514","Branchville","IN",38.137325,-86.58477
"CIPGPCCQWKT1",1,34,FALSE,4,5,"Married","04935","East Vassalboro","ME",44.414056,-69.751913
"CIPGPCFR36X2",2,61,TRUE,5,1,"Single","51232","Ashton","IA",43.306169,-95.7969
"CIPGPCFTFQ60",2,54,TRUE,5,7,"Married","72941","Lavaca","AR",35.348089,-94.17279
"CIPGPCRS9MJ9",2,71,TRUE,2,5,"Single","74460","Schulter","OK",35.51833,-95.9576
"CIPGPCZ3LR47",2,32,FALSE,5,4,"Single","29430","Bethera","SC",33.174292,-79.78991
"CIPGPCZBPP93",2,31,TRUE,5,3,"Single","22216","Arlington","VA",38.880811,-77.11295
"CIPGPCCWYXM2",1,26,FALSE,2,2,"Single","63750","Gipsy","MO",37.146953,-90.1887
"CIPGPF5233C0",2,31,FALSE,3,3,"Single","93631","Kingsburg","CA",36.506063,-119.54587
"CIPGPFMKFB59",2,66,FALSE,5,5,"Married","20918","Silver Spring","MD",39.143979,-77.207617
"CIPGPFMMXXD9",2,56,FALSE,3,4,"Married","67953","Richfield","KS",37.23606,-101.83681
"CIPGPFWMXJY1",1,35,TRUE,5,5,"Single","17332","Hanover","PA",39.775037,-76.735116
"CIPGPFWLY4K1",1,35,TRUE,5,3,"Single","21767","Maugansville","MD",39.697894,-77.74514
"CIPGPFW9R855",1,34,TRUE,1,6,"Single","36121","Montgomery","AL",32.233377,-86.208528
"CIPGPFXL3336",1,52,FALSE,5,4,"Single","40576","Lexington","KY",38.028269,-84.471505
"CIPGPFXQT6R8",2,35,FALSE,5,5,"Single","80921","Colorado Springs","CO",39.044969,-104.83755
"CIPGPH2C57P2",2,33,TRUE,5,4,"Married","05827","Craftsbury Common","VT",44.678879,-72.35975
"CIPGPH2BF6Y2",1,26,FALSE,4,2,"Single","46535","Granger","IN",41.720636,-86.192003
"CIPGPH2CYK53",1,66,TRUE,5,7,"Single","80107","Elizabeth","CO",39.397242,-104.58696
"CIPGPH58KHS9",2,32,FALSE,5,5,"Single","76435","Carbon","TX",32.236449,-98.83268
"CIPGPJB373F4",2,29,FALSE,5,7,"Single","06751","Bethlehem","CT",41.639235,-73.20864
"CIPGPJBD4NW1",2,61,FALSE,5,5,"Single","71163","Shreveport","LA",32.607556,-93.75256
"CIPGPJ9XHX49",2,63,FALSE,3,5,"Single","25261","Millstone","WV",38.835085,-81.10284
"CIPGPKM7XL67",1,41,FALSE,2,4,"Single","04953","Newport","ME",44.85549,-69.26397
"CIPGPKM87CJ1",1,33,FALSE,5,5,"Married","98326","Clallam Bay","WA",48.181608,-124.41188
"CIPGPFXQ5ZV5",1,58,TRUE,3,7,"Married","80720","Akron","CO",40.124199,-103.18362
"CIPGPKN9JWJ0",2,35,FALSE,3,4,"Single","52334","South Amana","IA",41.736497,-91.94243
"CIPGPKNPRPZ5",2,31,TRUE,5,5,"Married","15033","Donora","PA",40.176375,-79.86138
"CIPGPKNXVNP1",1,57,TRUE,5,1,"Single","40208","Louisville","KY",38.218764,-85.76241
"CIPGPKN8FZZ4",2,31,FALSE,2,5,"Married","98558","Mckenna","WA",46.955863,-122.55585
"CIPGPNB78PP4",2,54,FALSE,5,4,"Married","15945","Parkhill","PA",40.356723,-78.873296
"CIPGPNB92DC3",1,45,FALSE,4,3,"Single","57104","Sioux Falls","SD",43.560826,-96.7324
"CIPGPNBSW9K7",2,44,FALSE,5,1,"Married","64461","Hopkins","MO",40.521372,-94.8073
"CIPGPNCKD7L1",1,44,FALSE,5,5,"Married","60665","Chicago","IL",41.811929,-87.68732
"CIPGPNCNMV96",1,38,FALSE,4,5,"Single","01615","Worcester","MA",42.364807,-71.896868
"CIPGPNCNDNT8",1,41,FALSE,4,1,"Married","19317","Chadds Ford","PA",39.851803,-75.5961
"CIPGPPRNKWL1",1,29,TRUE,3,4,"Single","52320","Olin","IA",42.003337,-91.14736
"CIPGPNM3ZS34",2,26,TRUE,5,4,"Married","07641","Haworth","NJ",40.958573,-73.98659
"CIPGPPH3KXY0",1,56,FALSE,2,2,"Married","60029","Golf","IL",42.056529,-87.79286
"CIPGPPH3NPG4",1,66,FALSE,3,1,"Married","65325","Cole Camp","MO",38.451021,-93.19156
"CIPGPPHDFM55",1,28,TRUE,5,4,"Single","50118","Hartford","IA",41.457014,-93.39078
"CIPGPPHHQRH6",2,38,FALSE,5,4,"Single",NA,NA,NA,NA,NA
"CIPGPPH56TL0",1,32,FALSE,5,2,"Single","52225","Elberon","IA",42.011889,-92.32398
"CIPGPPHFRCP5",2,22,FALSE,5,6,"Single","33967","Fort Myers","FL",26.47,-81.8
"CIPGPPHJZNW0",1,22,FALSE,5,7,"Married","14864","Millport","NY",42.271938,-76.83926
"CIPGPPHSH668",2,33,FALSE,5,4,"Single","02059","North Marshfield","MA",41.970474,-70.701357
"CIPGPRXL9PF2",1,41,FALSE,5,5,"Married","54119","Dunbar","WI",45.613142,-88.17458
"CIPGPRY5BWW5",2,26,FALSE,5,7,"Married","74460","Schulter","OK",35.51833,-95.9576
"CIPGPRW65FL3",2,67,FALSE,5,5,"Married","65707","Miller","MO",37.220289,-93.84181
"CIPGPS4JW939",2,28,FALSE,5,4,"Married",NA,NA,NA,NA,NA
"CIPGPS4FR966",2,44,FALSE,5,1,"Married","27501","Angier","NC",35.494384,-78.71
"CIPGPRSWQZX7",1,57,TRUE,5,7,"Single","47991","West Lebanon","IN",40.277121,-87.413
"CIPGPTCTSMB3",2,23,FALSE,2,4,"Single","81419","Hotchkiss","CO",38.819199,-107.73704
"CIPGPTD7YNF0",1,35,FALSE,5,5,"Married","99137","Hunters","WA",48.174649,-118.11361
"CIPGPTD3LKM9",2,41,FALSE,4,5,"Single","26618","Elmira","WV",38.706017,-80.736884
"CIPGPS64SRK1",1,52,FALSE,5,1,"Single","10984","Thiells","NY",41.208327,-74.02105
"CIPGPTDCR2R0",2,22,TRUE,1,6,"Married","24731","Kegley","WV",37.404113,-81.14078
"CIPGPVHMQK35",1,44,TRUE,5,3,"Married","59025","Decker","MT",45.090049,-106.69221
"CIPGPRST6X64",1,67,FALSE,3,5,"Married","76935","Christoval","TX",31.088429,-100.41072
"CIPGPVHTNSS1",2,35,FALSE,2,1,"Married","22503","Lancaster","VA",37.732696,-76.51554
"CIPGPTD3M8T3",2,56,FALSE,5,6,"Single","13681","Richville","NY",44.414762,-75.37897
"CIPGPVJW4BB8",2,23,FALSE,2,6,"Single","32614","Gainesville","FL",29.681312,-82.353862
"CIPGPWN57PP5",2,28,TRUE,5,6,"Single","92031","Adelanto","CA",34.587473,-117.406293
"CIPGPWMQJX56",1,64,FALSE,4,2,"Single","93651","Prather","CA",37.004865,-119.50748
"CIPGPWMRMS39",1,38,FALSE,5,3,"Married","53152","New Munster","WI",42.574616,-88.232632
"CIPGPWN7FPQ1",1,34,FALSE,5,5,"Single","14280","Buffalo","NY",42.768413,-78.887094
"CIPGPWNKKT86",1,64,TRUE,2,5,"Married","43347","Rushsylvania","OH",40.470605,-83.66538
"CIPGPX89QX58",2,29,TRUE,2,4,"Married","68824","Cairo","NE",40.99858,-98.60417
"CIPGPXR5FYK7",2,64,FALSE,5,5,"Married","30154","Douglasville","GA",33.68966,-84.744595
"CIPGPXR5ZRV2",2,26,FALSE,5,4,"Single","32352","Mount Pleasant","FL",30.665715,-84.75363
"CIPGPXRDRCM7",2,34,FALSE,4,7,"Married","27283","Julian","NC",35.936904,-79.63191
"CIPGPXRPPS34",2,61,TRUE,5,4,"Single","12223","Albany","NY",42.614852,-73.970812
"CIPGPXRF6Y71",2,67,FALSE,5,2,"Married","07106","Newark","NJ",40.742251,-74.23006
"CIPGPXRYP7M1",1,63,TRUE,2,6,"Married","39760","Starkville","MS",33.459924,-88.832163
"CIPGPXRT2D93",2,71,FALSE,5,4,"Married","91732","El Monte","CA",34.070659,-118.01383
"CIPGPY8WMJ90",2,32,TRUE,5,6,"Married","75118","Elmo","TX",32.599614,-96.302743
"453318754",2,64,FALSE,2,7,"Single","08053","Marlton","NJ",39.88488,-74.90416
"453318811",1,52,FALSE,2,7,"Married",NA,NA,NA,NA,NA
"453318886",2,29,FALSE,4,6,"Single","64156","Kansas City","MO",39.281486,-94.51296
"453318933",1,64,FALSE,5,5,"Married","31762","Leary","GA",31.454628,-84.51726
"453319033",2,63,FALSE,5,4,"Married","29303","Spartanburg","SC",34.980636,-81.95665
"453319042",1,32,TRUE,3,7,"Married","83535","Juliaetta","ID",46.542771,-116.7202
"453319090",2,52,FALSE,5,5,"Single","60083","Wadsworth","IL",42.428187,-87.92935
"CIPGQWR6DJP6",2,51,FALSE,2,5,"Married","28640","Jefferson","NC",36.410186,-81.42409
"CIPGQWHNQRJ7",1,32,FALSE,2,2,"Single","48845","Hubbardston","MI",43.096466,-84.84627
"CIPGRCFRHKJ1",2,32,FALSE,5,7,"Single","91324","Northridge","CA",34.240353,-118.55038
"CIPGRCFW9MN5",1,71,TRUE,5,7,"Married","13421","Oneida","NY",43.079635,-75.64678
"CIPGRCFCZQ63",2,71,FALSE,5,4,"Married","41364","Ricetown","KY",37.382832,-83.62327
"CIPGRDMM2WX5",2,29,FALSE,2,6,"Married","18411","Clarks Summit","PA",41.485845,-75.71134
"CIPGRDMNR5P0",2,44,TRUE,5,3,"Single","20472","Washington","DC",38.893311,-77.014647
"CIPGRCFZF3R5",2,44,FALSE,5,4,"Single","57433","Columbia","SD",45.625285,-98.31005
"CIPGRDN45X36",2,52,FALSE,5,5,"Single","08759","Whiting","NJ",39.943541,-74.36949
"CIPGRDN9X2F1",2,38,FALSE,5,4,"Married","59275","Westby","MT",48.887447,-104.20951
"CIPGRDN5NPG0",2,35,TRUE,5,7,"Married","72718","Cave Springs","AR",36.267484,-94.22806
"CIPGRDNC4FN6",2,29,FALSE,5,4,"Single","64012","Belton","MO",38.810856,-94.53201
"CIPGRDNHRXQ6",2,32,FALSE,5,6,"Single","74565","Savanna","OK",34.831398,-95.83967
"CIPGRDNJP733",1,52,FALSE,5,2,"Single","35206","Birmingham","AL",33.568573,-86.72163
"CIPGRDNHZN49",2,71,FALSE,3,2,"Married","70352","Donner","LA",29.696385,-90.944418
"CIPGRDNJ2KF4",2,32,FALSE,5,1,"Married","70894","Baton Rouge","LA",30.51589,-91.080373
"CIPGRDNP4T75",2,29,FALSE,5,3,"Married","30184","White","GA",34.236128,-84.72539
"CIPGRDNT3B30",2,28,FALSE,5,2,"Single","99356","Roosevelt","WA",45.816528,-120.28372
"CIPGRDNRDD68",1,35,FALSE,5,4,"Married","80836","Stratton","CO",39.29782,-102.59745
"CIPGRDNT52L1",1,35,FALSE,2,5,"Married","45018","Fairfield","OH",39.440956,-84.575746
"CIPGRDNYJBM5",2,23,FALSE,5,4,"Single","67441","Enterprise","KS",38.894257,-97.11391
"CIPGRDP35Y40",2,32,FALSE,4,6,"Married","53284","Milwaukee","WI",43.017412,-87.569664
"CIPGRFW3X6D7",1,41,TRUE,2,7,"Single","32170","New Smyrna Beach","FL",29.022729,-81.172169
"CIPGRFW4RW56",2,38,FALSE,5,5,"Single","11796","West Sayville","NY",40.731954,-73.10081
"CIPGRFWCQ9V5",1,26,FALSE,3,7,"Single","48913","Lansing","MI",42.599184,-84.371973
"CIPGRFWBPN29",1,37,TRUE,5,6,"Married","18454","Poyntelle","PA",41.615989,-75.274708
"CIPGRFWL4WK6",2,38,TRUE,5,7,"Single","02916","Rumford","RI",41.84325,-71.35391
"CIPGRFWKJCM8",2,22,TRUE,5,6,"Single","77419","Blessing","TX",28.872088,-96.2316
"CIPGRFWLNH78",2,28,FALSE,5,3,"Married","43741","Wayne","OH",39.884291,-81.106797
"CIPGRFX649T0",1,63,FALSE,5,5,"Single",NA,NA,NA,NA,NA
"CIPGRFWYKV36",1,66,FALSE,5,2,"Single","66429","Grantville","KS",39.094823,-95.54874
"CIPGRFX4KQY0",2,63,FALSE,5,5,"Single","73537","Eldorado","OK",34.49515,-99.67861
"CIPGRFXPG5P3",2,23,FALSE,4,4,"Married","64850","Neosho","MO",36.86429,-94.39016
"CIPGRFXFN4V1",2,71,TRUE,5,5,"Married","55038","Hugo","MN",45.161267,-92.99596
"CIPGRH5CY5B9",1,29,FALSE,4,6,"Married","14484","Portage","NY",42.558227,-78.047214
"CIPGRH5DRKZ3",2,41,FALSE,4,6,"Married","49738","Grayling","MI",44.683274,-84.6253
"CIPGRH563JV8",1,44,FALSE,5,2,"Single","33480","Palm Beach","FL",26.715067,-80.03937
"CIPGRH5J5JT6",2,28,FALSE,5,1,"Married","77388","Spring","TX",30.055195,-95.46826
"CIPGRH5T5KL1",2,31,TRUE,5,4,"Married","05154","Saxtons River","VT",43.139961,-72.50844
"CIPGRH5QTRX1",1,39,TRUE,5,4,"Single","24824","Coalwood","WV",37.416947,-81.69288
"CIPGRH5WNK21",1,31,FALSE,5,4,"Married","45435","Dayton","OH",39.750471,-84.268593
"CIPGRH655P86",2,61,FALSE,2,1,"Single","26271","Hendricks","WV",39.042297,-79.60611
"CIPGRH6DRYQ3",2,56,TRUE,3,2,"Single","94167","San Francisco","CA",37.784827,-122.727802
"CIPGRH655DX4",2,37,FALSE,5,5,"Married","29716","Fort Mill","SC",35.062815,-80.969035
"CIPGRH695ZN8",2,38,FALSE,2,2,"Single","70357","Golden Meadow","LA",29.275485,-90.24378
"CIPGRH5ZN4X5",2,63,FALSE,5,5,"Married","01114","Springfield","MA",42.170731,-72.604842
"CIPGRJDTX4L3",1,26,FALSE,5,5,"Married","38343","Humboldt","TN",35.825299,-88.90218
"CIPGRJF7BCV7",1,23,FALSE,5,4,"Single","52227","Ely","IA",41.89239,-91.5666
"CIPGRJFTD6M5",2,33,FALSE,4,7,"Married","75773","Mineola","TX",32.674657,-95.46982
"CIPGRJFWLH97",2,66,FALSE,4,5,"Single","62424","Dieterich","IL",39.01077,-88.428
"CIPGRJRL3D42",2,39,FALSE,5,6,"Married","23117","Mineral","VA",38.007186,-77.86809
"CIPGRJPGVR27",2,33,FALSE,5,5,"Single","65722","Phillipsburg","MO",37.582527,-92.76541
"CIPGRJRP7YR9",2,52,FALSE,3,4,"Single","95639","Hood","CA",38.367276,-121.51487
"CIPGRKNHQ8L4",2,39,FALSE,5,5,"Single","46085","Fishers","IN",39.96,-86.01
"CIPGRKNLBBS5",1,54,TRUE,5,5,"Married","14212","Buffalo","NY",42.894758,-78.82303
"CIPGRKNNPJH9",2,51,FALSE,5,6,"Single","36535","Foley","AL",30.396876,-87.69616
"CIPGRKNP3KZ9",2,66,FALSE,5,5,"Married",NA,NA,NA,NA,NA
"CIPGPRTK6989",2,44,TRUE,5,4,"Married","69161","Seneca","NE",42.07739,-100.74359
"CIPGRKNXC6Y2",2,44,FALSE,2,7,"Single","37036","Charlotte","TN",36.225389,-87.29179
"CIPGRKNZMXV1",1,35,TRUE,2,1,"Single","62712","Springfield","IL",39.76,-89.57
"CIPGRKP92MD3",2,22,FALSE,5,5,"Single","92117","San Diego","CA",32.823865,-117.19966
"CIPGRKP645W9",2,56,FALSE,3,2,"Married","04096","Yarmouth","ME",43.801773,-70.17932
"CIPGRKPC84J3",1,51,FALSE,5,5,"Married","58064","Page","ND",47.151891,-97.60401
"CIPGRKP8FV21",1,23,TRUE,4,6,"Single","77291","Houston","TX",29.83399,-95.434241
"CIPGRKPCMFX4",2,64,FALSE,3,5,"Single","75226","Dallas","TX",32.783978,-96.77662
"CIPGRKNNXBX9",1,26,TRUE,4,3,"Single","92074","Poway","CA",33.016928,-116.846046
"CIPGRKPJ4HJ4",2,26,FALSE,5,3,"Single","42171","Smiths Grove","KY",37.046968,-86.17181
"CIPGRKPNWPG5",1,38,FALSE,5,6,"Single","62847","Iola","IL",38.757302,-88.473594
"CIPGRKPYRVZ4",1,23,TRUE,4,1,"Married","37138","Old Hickory","TN",36.243698,-86.62308
"CIPGRKPZ8RV5",1,35,FALSE,4,5,"Married","49096","Vermontville","MI",42.63222,-85.01188
"CIPGRKQ77L53",1,66,FALSE,4,6,"Married","78371","Oilton","TX",27.467237,-98.97431
"CIPGRKQFV765",2,29,FALSE,3,5,"Single","49870","Norway","MI",45.792399,-87.90824
"CIPGRKQPSD59",2,56,FALSE,5,5,"Single","66846","Council Grove","KS",38.649811,-96.49331
"CIPGRKR5PF75",1,31,TRUE,5,1,"Married","56174","Storden","MN",44.031366,-95.30674
"CIPGRKR9FCW0",1,44,FALSE,5,4,"Single","86502","Chambers","AZ",35.213287,-109.54223
"CIPGRKR9TJL7",1,45,FALSE,3,4,"Single","70003","Metairie","LA",29.997168,-90.2138
"CIPGRKRBRLS7",2,22,FALSE,3,5,"Single","66843","Cedar Point","KS",38.224172,-96.77229
"CIPGRKQZM5V1",2,56,TRUE,5,6,"Single","80420","Alma","CO",39.293921,-106.06889
"CIPGRLXYFS98",1,61,FALSE,5,1,"Single","58041","Hankinson","ND",46.052141,-96.91067
"CIPGRLC38CB5",1,41,FALSE,5,5,"Single","78944","Industry","TX",29.975083,-96.50081
"CIPGRKRBLPH5",2,32,TRUE,2,3,"Single","52361","Williamsburg","IA",41.651571,-92.01394
"CIPGRLY56778",2,64,TRUE,4,6,"Single","78789","Austin","TX",30.326374,-97.771258
"CIPGRLYDVVN0",2,42,FALSE,4,3,"Married","78352","Edroy","TX",27.973465,-97.68169
"CIPGRLYLKQX9",1,52,FALSE,3,1,"Married","08738","Mantoloking","NJ",40.025258,-74.05579
"CIPGRLYLQZ33",1,63,FALSE,5,4,"Single","17078","Palmyra","PA",40.304156,-76.5912
"CIPGRLZRXTR5",1,39,FALSE,5,4,"Married","72433","Hoxie","AR",36.042319,-90.99827
"CIPGRM7JP7J3",2,35,FALSE,5,4,"Married","02030","Dover","MA",42.23888,-71.28241
"CIPGRM7NMKQ0",2,33,FALSE,5,3,"Single","17126","Harrisburg","PA",40.26179,-76.880021
"CIPGRM7PRYH4",2,31,FALSE,5,4,"Single","25303","Charleston","WV",38.362374,-81.6863
"CIPGRM7VP5X5",2,74,FALSE,4,1,"Married","78468","Corpus Christi","TX",27.777,-97.463213
"CIPGRM85R2Z2",2,35,FALSE,5,6,"Married","36262","Fruithurst","AL",33.761052,-85.45227
"CIPGRM882MS0",1,67,FALSE,5,4,"Married","40729","East Bernstadt","KY",37.231717,-84.13026
"CIPGRMMNNM41",2,31,FALSE,5,7,"Single","78722","Austin","TX",30.289307,-97.71659
"CIPGRMMVPX30",2,37,FALSE,4,7,"Single","77875","Roans Prairie","TX",30.607534,-95.957945
"CIPGRMMYYBD6",1,56,FALSE,3,4,"Single","27249","Gibsonville","NC",36.125747,-79.56352
"CIPGRN3L5T97",1,34,FALSE,5,5,"Single","22643","Markham","VA",38.905106,-77.98948
"CIPGRN3JJLD3",2,57,FALSE,5,5,"Single","61641","Peoria","IL",40.640002,-89.651987
"CIPGRN3SB8W3",2,35,FALSE,5,4,"Married","98444","Tacoma","WA",47.153571,-122.4485
"CIPGRN3TWSZ6",2,32,FALSE,5,5,"Single","97711","Ashwood","OR",44.738812,-120.75257
"CIPGRN43CBB3",1,37,FALSE,5,6,"Single","25919","Skelton","WV",37.800481,-81.180561
"CIPGRN43X7Q3",1,34,FALSE,4,5,"Married","49516","Grand Rapids","MI",43.031413,-85.550267
"CIPGRN458TX1",1,66,FALSE,5,2,"Married",NA,NA,NA,NA,NA
"CIPGRMN77CF2",2,74,FALSE,5,1,"Single","12726","Cochecton","NY",41.694153,-74.97593
"CIPGRN4CH3D8",2,44,TRUE,5,6,"Single","14621","Rochester","NY",43.185163,-77.60368
"CIPGRPB26KN6",2,52,FALSE,5,3,"Single",NA,NA,NA,NA,NA
"CIPGRP9Z2CR2",1,66,TRUE,5,1,"Single","46858","Fort Wayne","IN",41.093763,-85.070713
"CIPGRPB5BTZ6",1,52,FALSE,5,2,"Single","58783","Souris","ND",48.900962,-100.76402
"CIPGRPBCC7V7",2,71,FALSE,5,2,"Single","39630","Bude","MS",31.463533,-90.84522
"CIPGRPBHWJW0",2,23,TRUE,5,5,"Single","12801","Glens Falls","NY",43.312104,-73.64825
"CIPGRPRPBJP8",2,31,FALSE,5,6,"Single","77026","Houston","TX",29.79437,-95.33395
"CIPGRPPGLK26",2,66,FALSE,5,5,"Single","35986","Rainsville","AL",34.500878,-85.83763
"CIPGRPLNKJT4",2,32,FALSE,3,3,"Married","47514","Branchville","IN",38.137325,-86.58477
"CIPGRPLQS823",1,66,FALSE,3,4,"Married","07050","Orange","NJ",40.7683,-74.23603
"CIPGRPLV2J83",2,51,FALSE,3,4,"Single","93608","Cantua Creek","CA",36.523482,-120.38428
"CIPGRPMFJYW1",1,58,TRUE,3,4,"Married","93401","San Luis Obispo","CA",35.262548,-120.65196
"CIPGRPMKWQ98",2,64,FALSE,5,5,"Married","60471","Richton Park","IL",41.483844,-87.72134
