"StoreID","Longitude","Latitude","StoreName","Address","City","State","Phone.Number","POSInstalled","OwnershipStatus","TransactionTotal"
811,-118.3232,34.16732,"McDonalds PlayPlace-Burbank,CA","1701 W Olive Ave"," Burbank","CA"," (818) 846-6885","Old-school","Owned",2004282.213
812,-118.31876,34.18805,"McDonalds PlayPlace-Burbank,CA","1127 N San Fernando Blvd"," Burbank","CA"," (818) 842-5878","Old-school","Franchise",1173756.962
813,-121.65327,40.887862,"McDonalds-Burney,CA","37443 Enterprise Dr"," Burney","CA"," (530) 335-2844","Installed","Franchise",2047422.926
814,-119.397537,35.401017,"McDonalds-Buttonwillow,CA","20700 Tracey Ave"," Buttonwillow","CA"," (661) 764-6488","Old-school","Owned",2190320.747
815,-116.81894,33.93077,"McDonalds-Cabazon,CA","48350 Seminole Dr"," Cabazon","CA"," (951) 922-1981","Installed","Franchise",1716757.9
816,-118.69826,34.14448,"McDonalds-Calabasas,CA","4785 Las Virgenes Rd"," Calabasas","CA"," (818) 880-8661","Installed","Franchise",1639978.444
817,-115.4954,32.66546,"McDonalds-Calexico,CA","232 E 1st St"," Calexico","CA"," (760) 357-4730","Old-school","Owned",1974177.367
818,-115.498464,32.672431,"McDonalds PlayPlace-Calexico,CA","720 Imperial Ave"," Calexico","CA"," (760) 357-6309","Installed","Franchise",2406774.524
819,-117.95763,35.12574,"McDonalds-California City,CA","9628 California City Blvd"," California City","CA"," (760) 373-3399","Installed","Franchise",2384746.935
820,-117.057704,33.994825,"McDonalds-Calimesa,CA","1199 Calimesa Blvd"," Calimesa","CA"," (909) 795-6236","Old-school","Owned",1642599.21
821,-119.07299,34.21979,"McDonalds-Camarillo,CA","60 Daily Dr"," Camarillo","CA"," (805) 484-2535","Installed","Franchise",2281682.159
822,-119.0059,34.21621,"McDonalds-Camarillo,CA","4860 Santa Rosa Road"," Camarillo","CA"," (805) 484-9616","Installed","Owned",2194270.683
823,-119.03881,34.23444,"McDonalds PlayPlace-Camarillo,CA","1650 Arneill Rd"," Camarillo","CA"," (805) 987-1115","Installed","Franchise",1319177.568
824,-120.97226,38.65796,"McDonalds-Cameron Park,CA","3356 Coach Ln"," Cameron Park","CA"," (530) 677-5944","Old-school","Franchise",1528358.377
825,-117.391532,33.222236,"McDonalds-Camp Pendleton,CA","22026 Vandergrist Blvd"," Camp Pendleton","CA"," (760) 385-0235","Old-school","Franchise",1939842.629
826,-117.35998,33.19782,"McDonalds PlayPlace-Camp Pendleton South,CA","Area 20"," Camp Pendleton South","CA"," (760) 430-4630","Installed","Franchise",1810882.24
827,-118.58826,34.19287,"McDonalds-Canoga Park,CA","6750 De Soto Ave"," Canoga Park","CA"," (818) 346-0634","Installed","Franchise",2115275.88
828,-118.6067,34.21949,"McDonalds PlayPlace-Canoga Park,CA","22030 Roscoe Blvd"," Canoga Park","CA"," (818) 346-4284","Installed","Franchise",1800184.875
829,-121.9647,36.97446,"McDonalds-Capitola,CA","1760 41st Ave"," Capitola","CA"," (831) 476-1512","Installed","Franchise",1632294.396
830,-117.32703,33.17969,"McDonalds-Carlsbad,CA","2525 El Camino Real"," Carlsbad","CA"," (760) 729-0984","Installed","Owned",1897042.734
831,-117.32461,33.12305,"McDonalds PlayPlace-Carlsbad,CA","5990 Avenida Encinas"," Carlsbad","CA"," (760) 931-9311","Old-school","Owned",2289789.678
832,-121.32832,38.6341,"McDonalds PlayPlace-Carmichael,CA","7329 Fair Oaks Blvd"," Carmichael","CA"," (916) 488-8233","Installed","Franchise",2337338.458
833,-119.51268,34.39645,"McDonalds-Carpinteria,CA","1115 Casitas Pass Rd"," Carpinteria","CA"," (805) 684-7818","Old-school","Owned",1346524.143
834,-118.27701,33.80772,"McDonalds-Carson,CA","130 W Sepulveda Blvd"," Carson","CA"," (310) 847-7543","Old-school","Owned",2243782.97
835,-118.26504,33.84727,"McDonalds-Carson,CA","20315 Avalon Blvd"," Carson","CA"," (310) 329-6085","Old-school","Owned",2114201.777
836,-118.24892,33.87222,"McDonalds-Carson,CA","17455 S Central Ave"," Carson","CA"," (310) 885-5500","Old-school","Franchise",1924268.995
837,-118.26345,33.82969,"McDonalds PlayPlace-Carson,CA","21836 Avalon Blvd"," Carson","CA"," (310) 549-2950","Installed","Franchise",1810536.198
838,-118.622653,34.496554,"McDonalds PlayPlace-Castaic,CA","27701 W Lake Hughes Rd"," Castaic","CA"," (661) 295-1623","Installed","Franchise",1863153.085
839,-122.06359,37.68911,"McDonalds-Castro Valley,CA","2905 Grove Way"," Castro Valley","CA"," (510) 538-1975","Installed","Franchise",1985573.541
840,-122.0899,37.69192,"McDonalds PlayPlace-Castro Valley,CA","1620 Strobridge Ave"," Castro Valley","CA"," (510) 885-1351","Old-school","Owned",1909683.08
841,-116.48264,33.78838,"McDonalds-Cathedral City,CA","67555 E Palm Canyon Dr"," Cathedral City","CA"," (760) 202-0668","Installed","Franchise",2400974.594
842,-116.455409,33.86113,"McDonalds PlayPlace-Cathedral City,CA","31-545 Date Palm Drive"," Cathedral City","CA"," (760) 324-5250","Installed","Franchise",1993993.382
843,-120.93861,37.60669,"McDonalds [WM]-Ceres,CA","1670 Mitchell Rd [WM]"," Ceres","CA"," (209) 581-0846","Old-school","Owned",2019723.684
844,-120.93858,37.60908,"McDonalds PlayPlace-Ceres,CA","1500 Mitchell Rd"," Ceres","CA"," (209) 538-0382","Old-school","Owned",1773419.92
845,-118.0614,33.87046,"McDonalds [WM]-Cerritos,CA","12701 Towne Center Dr [WM]"," Cerritos","CA"," (562) 924-4498","Installed","Franchise",2247741.257
846,-118.09293,33.86399,"McDonalds-Cerritos,CA","133 Los Cerritos Mall"," Cerritos","CA"," (562) 402-9831","Installed","Franchise",2024632.42
847,-118.58937,34.25709,"McDonalds PlayPlace-Chatsworth,CA","20932 Devonshire St"," Chatsworth","CA"," (818) 998-0598","Installed","Franchise",2002421.78
848,-121.841985,39.73201,"McDonalds [WM]-Chico,CA","2044 Forest Ave [WM]"," Chico","CA"," (530) 899-8094","Installed","Franchise",2102649.962
849,-121.834699,39.738504,"McDonalds-Chico,CA","655 Palmetto Ave"," Chico","CA"," (530) 895-9900","Old-school","Franchise",1623235.7
850,-121.856695,39.759072,"McDonalds PlayPlace-Chico,CA","2452 Conners Ave"," Chico","CA"," (530) 895-9740","Installed","Owned",1738323.184
851,-121.795496,39.717208,"McDonalds PlayPlace-Chico,CA","2444 Notre Dame Blvd"," Chico","CA"," (530) 899-1285","Installed","Owned",1850201.39
852,-117.72249,34.00067,"McDonalds-Chino,CA","3770 Grand Ave"," Chino","CA"," (909) 590-0557","Installed","Franchise",2190622.352
853,-117.68909,34.02416,"McDonalds PlayPlace-Chino,CA","12625 Central Ave"," Chino","CA"," (909) 591-7772","Old-school","Owned",2149710.82
854,-117.74759,33.98477,"McDonalds PlayPlace-Chino Hills,CA","2559 Chino Hills Pky"," Chino Hills","CA"," (909) 606-4800","Installed","Franchise",2454602.5
855,-117.69491,33.96272,"McDonalds PlayPlace-Chino Hills,CA","15950 Los Serranos Country Club Dr"," Chino Hills","CA"," (909) 606-8883","Old-school","Owned",2153210.648
856,-120.256134,37.126001,"McDonalds-Chowchilla,CA","250 East Robertson Blvd"," Chowchilla","CA"," (559) 665-7305","Installed","Franchise",2216207.492
857,-117.09503,32.64557,"McDonalds [WM]-Chula Vista,CA","75 N Broadway [WM]"," Chula Vista","CA"," (619) 498-1296","Old-school","Owned",2264918.109
858,-117.09815,32.64017,"McDonalds-Chula Vista,CA","725 E St"," Chula Vista","CA"," (619) 422-3668","Installed","Franchise",2031382.443
859,-117.080885,32.608415,"McDonalds-Chula Vista,CA","1150 Broadway St"," Chula Vista","CA"," (619) 422-0956","Installed","Franchise",1782164.644
860,-117.03639,32.62813,"McDonalds-Chula Vista,CA","551 Telegraph Canyon Rd"," Chula Vista","CA"," (619) 421-5692","Installed","Franchise",2144729.267
861,-117.09019,32.656677,"McDonalds PlayPlace-Chula Vista,CA","3400 Highland Ave"," Chula Vista","CA"," (619) 498-8550","Installed","Franchise",2041920.208
862,-117.08768,32.62683,"McDonalds PlayPlace-Chula Vista,CA","619 Broadway"," Chula Vista","CA"," (619) 422-3744","Installed","Franchise",1712991.528
863,-117.07917,32.60398,"McDonalds PlayPlace-Chula Vista,CA","1288 Broadway"," Chula Vista","CA"," (619) 585-7341","Installed","Franchise",1405395.642
864,-117.06907,32.6132,"McDonalds PlayPlace-Chula Vista,CA","1110 3rd Ave"," Chula Vista","CA"," (619) 422-3803","Installed","Franchise",1866772.999
865,-117.02454,32.61448,"McDonalds PlayPlace-Chula Vista,CA","687 E Palomar St"," Chula Vista","CA"," (619) 216-7599","Installed","Franchise",2010367.317
866,-116.9693,32.64639,"McDonalds PlayPlace-Chula Vista,CA","2254 Otay Lakes Rd"," Chula Vista","CA"," (619) 482-8272","Installed","Franchise",2454535.482
867,-121.31955,38.6796,"McDonalds-Citrus Heights,CA","6212 Auburn Blvd"," Citrus Heights","CA"," (916) 725-4359","Installed","Franchise",1730167.451
868,-121.29172,38.66385,"McDonalds-Citrus Heights,CA","7411 Madison Ave"," Citrus Heights","CA"," (916) 961-8348","Installed","Franchise",2068101.073
869,-121.31269,38.70824,"McDonalds PlayPlace-Citrus Heights,CA","7850 Lichen Dr"," Citrus Heights","CA"," (916) 721-7773","Installed","Franchise",1653093.333
870,-121.27166,38.70469,"McDonalds PlayPlace-Citrus Heights,CA","7632 Sunrise Blvd"," Citrus Heights","CA"," (916) 726-6700","Installed","Franchise",1601338.124
871,-118.20213,33.97953,"McDonalds-City of Bell,CA","3526 E Gage Ave"," City of Bell","CA"," (323) 277-9673","Installed","Franchise",1646631.555
872,-118.14185,33.99586,"McDonalds PlayPlace-City of Commerce,CA","6350 E Washington Blvd"," City of Commerce","CA"," (323) 722-5535","Installed","Owned",1732972.873
873,-117.93221,34.00016,"McDonalds-City of Industry,CA","17150 Gale Ave"," City of Industry","CA"," (626) 912-8225","Installed","Franchise",1664453.243
874,-117.931348,33.993312,"McDonalds-City of Industry,CA","1600 S Azusa Ave"," City of Industry","CA"," (626) 810-2667","Old-school","Franchise",2465381.361
875,-117.71905,34.08027,"McDonalds-Claremont,CA","860 S Indian Hill Blvd"," Claremont","CA"," (909) 482-4996","Installed","Franchise",1628183.048
876,-122.6176,38.93166,"McDonalds-Clearlake,CA","15940 Dam Rd"," Clearlake","CA"," (707) 994-6191","Installed","Franchise",1994916.782
877,-123.01414,38.78573,"McDonalds-Cloverdale,CA","1103 S Cloverdale Blvd"," Cloverdale","CA"," (707) 894-4588","Old-school","Franchise",2135509.004
878,-119.716348,36.808697,"McDonalds [WM]-Clovis,CA","323 W Shaw Ave [WM]"," Clovis","CA"," (559) 322-6239","Old-school","Owned",1551314.123
879,-119.7188,36.808718,"McDonalds-Clovis,CA","417 W Shaw Ave"," Clovis","CA"," (559) 299-4374","Installed","Franchise",1082200.355
880,-119.729514,36.851776,"McDonalds PlayPlace-Clovis,CA","1197 N Willow"," Clovis","CA"," (559) 322-5732","Old-school","Franchise",1525673.744
881,-119.698658,36.837623,"McDonalds PlayPlace-Clovis,CA","1055 Herndon Ave"," Clovis","CA"," (559) 325-7044","Old-school","Owned",1768088.544
882,-116.197924,33.700365,"McDonalds-Coachella,CA","SEC Jackson & 48th St"," Coachella","CA"," (760) 342-0896","Old-school","Owned",1576865.512
883,-116.181499,33.70965,"McDonalds-Coachella,CA","46-200 Harrison Place"," Coachella","CA"," (760) 347-9971","Installed","Owned",2395061.637
884,-120.250662,36.25413,"McDonalds-Coalinga,CA","25145 W Dorris Ave"," Coalinga","CA"," (559) 935-3614","Installed","Franchise",1974484.308
885,-120.363473,36.13662,"McDonalds PlayPlace-Coalinga,CA","396 W Elm Ave"," Coalinga","CA"," (559) 935-1740","Installed","Franchise",1714400.442
886,-120.950933,39.094137,"McDonalds-Colfax,CA","501 S Auburn Rd"," Colfax","CA"," (530) 346-6088","Old-school","Owned",1784337.56
887,-117.326339,34.06742,"McDonalds-Colton,CA","225 W Valley Blvd"," Colton","CA"," (909) 825-8655","Installed","Franchise",1657411.302
888,-117.309161,34.047672,"McDonalds PlayPlace-Colton,CA","1201 S Mount Vernon Ave"," Colton","CA"," (909) 824-2540","Old-school","Owned",1638574.192
889,-118.22384,33.89612,"McDonalds-Compton,CA","101 S Compton Blvd"," Compton","CA"," (310) 635-0688","Installed","Franchise",1812345.357
890,-118.20712,33.8886,"McDonalds-Compton,CA","901 S Long Beach Blvd"," Compton","CA"," (310) 638-7526","Old-school","Owned",1755027.232
891,-118.222428,33.907877,"McDonalds PlayPlace-Compton,CA","1733 Alameda St"," Compton","CA"," (310) 669-8802","Old-school","Owned",1867101.559
892,-118.20652,33.88664,"McDonalds PlayPlace-Compton,CA","1105 Long Beach Blvd"," Compton","CA"," (310) 638-9417","Installed","Franchise",1742238.865
893,-122.06247,37.96712,"McDonalds-Concord,CA","107 Sun Valley Mall"," Concord","CA"," (925) 825-3503","Installed","Franchise",2224828.897
894,-122.03818,37.97478,"McDonalds-Concord,CA","1847 Willow Pass Rd"," Concord","CA"," (925) 798-0581","Old-school","Franchise",2069665.633
895,-122.04185,37.95454,"McDonalds PlayPlace-Concord,CA","1691 Monument Blvd"," Concord","CA"," (925) 680-7267","Installed","Franchise",1784288.889
896,-121.9868,37.96255,"McDonalds PlayPlace-Concord,CA","4550 Clayton Rd"," Concord","CA"," (925) 825-5585","Installed","Owned",1553101.077
897,-119.57243,36.0979,"McDonalds-Corcoran,CA","2003 Whitley Ave"," Corcoran","CA"," (559) 992-5833","Old-school","Franchise",2007859.529
898,-122.198442,39.904952,"McDonalds PlayPlace-Corning,CA","3375 Sunrise Way"," Corning","CA"," (530) 824-2671","Old-school","Owned",2292399.993
899,-117.540752,33.845746,"McDonalds [WM]-Corona,CA","1290 E Ontario Ave [WM]"," Corona","CA"," (951) 280-9899","Old-school","Owned",1805095.361
900,-117.622919,33.86999,"McDonalds-Corona,CA","2302 Serfas Club Dr"," Corona","CA"," (951) 340-9089","Installed","Franchise",2321086.004
901,-117.539584,33.846202,"McDonalds-Corona,CA","1298 E Ontario Ave"," Corona","CA"," (951) 736-2800","Old-school","Owned",1778298.658
902,-117.58303,33.87989,"McDonalds PlayPlace-Corona,CA","310 S Lincoln Ave"," Corona","CA"," (909) 735-6690","Old-school","Owned",1702968.937
903,-117.54369,33.86522,"McDonalds PlayPlace-Corona,CA","1215 Magnolia Ave"," Corona","CA"," (909) 734-5211","Installed","Franchise",1905827.322
904,-117.52068,33.88938,"McDonalds PlayPlace-Corona,CA","400 Mckinley St"," Corona","CA"," (909) 371-7060","Installed","Franchise",2120275.658
905,-117.189264,32.70449,"McDonalds-Coronado,CA","699 Rogers Rd"," Coronado","CA"," (619) 437-8911","Installed","Franchise",1765125.609
906,-117.88589,33.68389,"McDonalds-Costa Mesa,CA","3099 S Bristol St"," Costa Mesa","CA"," (714) 540-1951","Old-school","Franchise",2046353.256
907,-117.88576,33.69035,"McDonalds-Costa Mesa,CA","3333 S Bristol St"," Costa Mesa","CA"," (714) 540-7801","Old-school","Owned",2121263.628
908,-117.92522,33.64327,"McDonalds PlayPlace-Costa Mesa,CA","635 W 19th St"," Costa Mesa","CA"," (949) 631-1943","Installed","Owned",2116913.198
909,-117.91962,33.68464,"McDonalds PlayPlace-Costa Mesa,CA","3141 Harbor Blvd"," Costa Mesa","CA"," (714) 549-1279","Old-school","Franchise",2520412.318
910,-117.91889,33.65801,"McDonalds PlayPlace-Costa Mesa,CA","2300 Harbor Blvd Ste M"," Costa Mesa","CA"," (949) 642-7561","Old-school","Owned",1376836.102
911,-117.907921,34.102707,"McDonalds [WM]-Covina,CA","1275 N Azusa Ave [WM]"," Covina","CA"," (626) 974-8852","Old-school","Owned",2084739.044
912,-117.9075,34.0964,"McDonalds PlayPlace-Covina,CA","928 N Azusa Ave"," Covina","CA"," (626) 859-0176","Installed","Franchise",1435436.039
913,-117.872776,34.086607,"McDonalds PlayPlace-Covina,CA","121 N Grand Ave"," Covina","CA"," (626) 858-1750","Installed","Franchise",2075050.202
914,-124.194042,41.754992,"McDonalds PlayPlace-Crescent City,CA","380 M St"," Crescent City","CA"," (707) 464-1913","Old-school","Owned",2165716.549
915,-117.26585,34.24558,"McDonalds PlayPlace-Crestline,CA","24078 Lake Dr"," Crestline","CA"," (909) 338-3660","Installed","Franchise",1858972.041
916,-118.186212,33.961734,"McDonalds-Cudahy,CA","8029 Atlantic Ave"," Cudahy","CA"," (323) 560-1660","Installed","Franchise",1824664.102
917,-118.40329,34.00077,"McDonalds PlayPlace-Culver City,CA","4835 Sepulveda Blvd"," Culver City","CA"," (310) 391-3064","Installed","Franchise",1292345.735
918,-122.04128,37.3371,"McDonalds PlayPlace-Cupertino,CA","10990 N Stelling Rd"," Cupertino","CA"," (408) 255-7576","Installed","Franchise",1596951.503
919,-118.028459,33.815503,"McDonalds PlayPlace-Cypress,CA","10115 Valley View Rd"," Cypress","CA"," (714) 826-3861","Installed","Franchise",1757163.027
920,-122.47112,37.6923,"McDonalds-Daly City,CA","2450 Junipero Serra Blvd"," Daly City","CA"," (650) 756-6300","Installed","Franchise",2236331.469
921,-122.470741,37.674963,"McDonalds-Daly City,CA","132 Serramonte Ctr"," Daly City","CA"," (650) 758-5944","Old-school","Owned",1970655.283
922,-122.469962,37.668896,"McDonalds-Daly City,CA","505 Serramonte Ctr"," Daly City","CA"," (650) 756-3920","Installed","Owned",1637819.072
923,-122.41571,37.70702,"McDonalds-Daly City,CA","2750 Geneva Ave"," Daly City","CA"," (415) 467-1666","Old-school","Franchise",1960367.56
924,-117.68967,33.4655,"McDonalds PlayPlace-Dana Point,CA","34277 Pacific Coast Hwy"," Dana Point","CA"," (949) 661-2643","Old-school","Owned",1586251.362
925,-121.9217,37.79837,"McDonalds-Danville,CA","10000 Crow Canyon Rd"," Danville","CA"," (925) 736-8940","Installed","Franchise",1918826.26
926,-121.75757,38.56061,"McDonalds-Davis,CA","640 D Covell"," Davis","CA"," (530) 756-8886","Installed","Franchise",2007315.369
927,-121.69702,38.5507,"McDonalds PlayPlace-Davis,CA","4444 Chiles Rd"," Davis","CA"," (530) 753-5001","Old-school","Franchise",2050408.225
928,-117.249216,32.980525,"McDonalds-Del Mar,CA","2705 Via De La Valle"," Del Mar","CA"," (858) 481-8595","Installed","Franchise",1902757.311
929,-119.24648,35.77608,"McDonalds PlayPlace-Delano,CA","907 Cecil Ave"," Delano","CA"," (661) 725-4646","Old-school","Owned",1647899.213
930,-116.501193,33.94443,"McDonalds-Desert Hot Springs,CA","14280 Palm Dr"," Desert Hot Springs","CA"," (760) 329-3449","Installed","Franchise",1444254.572
931,-117.8446,33.99995,"McDonalds-Diamond Bar,CA","21095 Golden Springs Dr"," Diamond Bar","CA"," (909) 598-4150","Installed","Franchise",1716867.542
932,-117.81087,34.02163,"McDonalds PlayPlace-Diamond Bar,CA","205 S Diamond Bar Blvd"," Diamond Bar","CA"," (909) 861-2624","Installed","Franchise",1820174.793
933,-119.385689,36.544239,"McDonalds [WM]-Dinuba,CA","El Monte & Monte Dr [WM]"," Dinuba","CA"," (559) 591-6446","Installed","Franchise",1759840.365
934,-119.376468,36.54557,"McDonalds PlayPlace-Dinuba,CA","1725 E El Monte Way"," Dinuba","CA"," (559) 591-1456","Installed","Franchise",2017920.961
935,-121.61944,37.88956,"McDonalds-Discovery Bay,CA","14896 Highway 4"," Discovery Bay","CA"," (925) 513-4025","Installed","Franchise",2002675.761
936,-121.84173,38.45735,"McDonalds PlayPlace-Dixon,CA","1410 Ary Ln"," Dixon","CA"," (707) 678-1256","Old-school","Owned",1835699.02
937,-118.147852,33.947246,"McDonalds-Downey,CA","7440 E Firestone Blvd"," Downey","CA"," (562) 622-2716","Installed","Franchise",1809410.657
938,-118.143614,33.903982,"McDonalds-Downey,CA","8855 Rosecrans Ave"," Downey","CA"," (562) 529-7704","Installed","Owned",1957218.293
939,-118.120923,33.938185,"McDonalds-Downey,CA","129 Stonewood St"," Downey","CA"," (562) 869-5117","Installed","Franchise",1573822.711
940,-118.11775,33.947263,"McDonalds-Downey,CA","10207 Lakewood Blvd"," Downey","CA"," (562) 622-9248","Old-school","Owned",2458248.239
941,-118.114407,33.931046,"McDonalds-Downey,CA","9475 Firestone Blvd"," Downey","CA"," (562) 923-0313","Installed","Franchise",1667843.612
942,-118.11316,33.95474,"McDonalds-Downey,CA","9250 Lakewood Blvd"," Downey","CA"," (562) 923-3686","Installed","Franchise",1878434.488
943,-118.14813,33.92889,"McDonalds PlayPlace-Downey,CA","12256 Paramount Blvd"," Downey","CA"," (562) 923-0294","Installed","Franchise",1786784.109
944,-117.98616,34.13412,"McDonalds [WM]-Duarte,CA","1600 S Mountain Ave [WM]"," Duarte","CA"," (626) 359-3202","Installed","Franchise",1784787.109
945,-117.98135,34.13945,"McDonalds PlayPlace-Duarte,CA","1122 Huntington Dr"," Duarte","CA"," (626) 359-0985","Old-school","Franchise",1889659.965
946,-121.9232,37.70636,"McDonalds PlayPlace-Dublin,CA","7145 Dublin Blvd"," Dublin","CA"," (925) 829-0292","Installed","Franchise",1977809.887
947,-118.18803,34.13726,"McDonalds-Eagle Rock,CA","7331 N Figueroa St"," Eagle Rock","CA"," (323) 344-7423","Installed","Franchise",2022180.12
948,-116.95267,33.7475,"McDonalds PlayPlace-East Hemet,CA","1855 E Florida Ave"," East Hemet","CA"," (951) 658-4853","Installed","Franchise",2123014.434
949,-117.994,33.93086,"McDonalds PlayPlace-East La Mirada,CA","15710 Leffingwell Rd"," East La Mirada","CA"," (562) 947-4887","Old-school","Owned",1995941.463
950,-118.18398,34.03318,"McDonalds PlayPlace-East Los Angeles,CA","3868 E 3rd St"," East Los Angeles","CA"," (323) 265-3029","Old-school","Franchise",1678998.978
951,-118.15303,34.03315,"McDonalds PlayPlace-East Los Angeles,CA","269 S Atlantic Blvd"," East Los Angeles","CA"," (323) 264-7433","Old-school","Owned",2098686.633
952,-118.151092,34.019227,"McDonalds PlayPlace-East Los Angeles,CA","5545 East Whittier Blvd"," East Los Angeles","CA"," (323) 721-1345","Installed","Franchise",2622375.887
953,-122.13963,37.4719,"McDonalds-East Palo Alto,CA","2401 University Ave"," East Palo Alto","CA"," (650) 326-6090","Installed","Franchise",2239335.285
954,-122.13773,37.45941,"McDonalds-East Palo Alto,CA","1721 E Bayshore Rd"," East Palo Alto","CA"," (650) 328-2184","Old-school","Owned",1743398.849
955,-116.901472,32.825293,"McDonalds [WM]-El Cajon,CA","13487 Camino Canada [WM]"," El Cajon","CA"," (619) 390-3570","Old-school","Franchise",2189580.409
956,-116.967399,32.806853,"McDonalds-El Cajon,CA","737 Parkway Plz"," El Cajon","CA"," (619) 444-4988","Installed","Franchise",2202952.275
957,-116.9727,32.80783,"McDonalds PlayPlace-El Cajon,CA","886 Fletcher Pkwy"," El Cajon","CA"," (619) 579-2228","Installed","Franchise",1740604.082
958,-116.9355,32.79754,"McDonalds PlayPlace-El Cajon,CA","281 N 2nd St"," El Cajon","CA"," (619) 447-9595","Installed","Owned",1773298.953
959,-116.9186,32.81194,"McDonalds PlayPlace-El Cajon,CA","1695 E Main St"," El Cajon","CA"," (619) 442-5885","Installed","Owned",2064977.47
960,-116.901417,32.826197,"McDonalds PlayPlace-El Cajon,CA","13574 Camino Canada"," El Cajon","CA"," (619) 390-6571","Installed","Franchise",2181747.648
961,-115.574389,32.812923,"McDonalds-El Centro,CA","2150 N Waterman"," El Centro","CA"," (760) 336-2504","Old-school","Owned",1715124.827
962,-115.552447,32.77637,"McDonalds-El Centro,CA","1990 S 4th St"," El Centro","CA"," (760) 353-8511","Old-school","Franchise",2107969.956
963,-115.5697,32.7954,"McDonalds PlayPlace-El Centro,CA","345 N Imperial Ave"," El Centro","CA"," (760) 353-0446","Old-school","Owned",2147052.732
964,-122.32067,37.92822,"McDonalds-El Cerrito,CA","11821 San Pablo Ave"," El Cerrito","CA"," (510) 232-2121","Installed","Franchise",2066578.914
965,-121.06831,38.64984,"McDonalds-El Dorado Hills,CA","4312 Town Center Blvd"," El Dorado Hills","CA"," (916) 933-2868","Installed","Franchise",2265885.956
966,-118.0535,34.07915,"McDonalds-El Monte,CA","9960 Valley Blvd"," El Monte","CA"," (626) 350-3375","Old-school","Franchise",2123153.499
967,-118.0271,34.09399,"McDonalds PlayPlace-El Monte,CA","4851 Santa Anita Ave"," El Monte","CA"," (626) 443-9272","Installed","Owned",1913351.947
968,-118.02622,34.06736,"McDonalds PlayPlace-El Monte,CA","11612 E Valley Blvd"," El Monte","CA"," (626) 579-1047","Old-school","Franchise",2562949.405
969,-120.68626,35.64267,"McDonalds-El Paso De Robles,CA","2715 Black Oak Dr"," El Paso De Robles","CA"," (805) 239-2805","Installed","Franchise",2149616.878
970,-118.39614,33.91634,"McDonalds-El Segundo,CA","101 S Sepulveda Blvd"," El Segundo","CA"," (310) 640-2019","Old-school","Owned",1908399.61
971,-117.707529,33.615783,"McDonalds-El Toro,CA","23861 Bridger Rd"," El Toro","CA"," (949) 768-2976","Installed","Franchise",1729845.563
972,-121.39156,38.40931,"McDonalds [WM]-Elk Grove,CA","8465 Elk Grove Blvd [WM]"," Elk Grove","CA"," (916) 683-2356","Old-school","Owned",1605979.605
973,-121.48079,38.42468,"McDonalds-Elk Grove,CA","9146 Harbour Point Dr"," Elk Grove","CA"," (916) 665-9246","Old-school","Owned",1788362.638
974,-121.405349,38.45601,"McDonalds-Elk Grove,CA","Sec Power Inn Road & Calvine"," Elk Grove","CA"," (916) 525-2755","Installed","Franchise",1623063.134
975,-121.40119,38.42243,"McDonalds-Elk Grove,CA","8282 Laguna Blvd"," Elk Grove","CA"," (916) 691-3231","Old-school","Owned",2093115.646
976,-121.41621,38.42371,"McDonalds PlayPlace-Elk Grove,CA","7527 Laguna Blvd"," Elk Grove","CA"," (916) 683-1535","Old-school","Owned",1692073.112
977,-121.38126,38.40883,"McDonalds PlayPlace-Elk Grove,CA","8710 Elk Grove Blvd"," Elk Grove","CA"," (916) 685-6133","Old-school","Owned",2095051.791
978,-117.2624,33.06708,"McDonalds PlayPlace-Encinitas,CA","1064 N El Camino Real"," Encinitas","CA"," (760) 943-9498","Installed","Franchise",2688411.925
979,-117.26223,33.0459,"McDonalds PlayPlace-Encinitas,CA","1271 Encinitas Blvd"," Encinitas","CA"," (760) 436-3961","Old-school","Owned",1359093.918
980,-118.47517,34.15508,"McDonalds-Encino,CA","15700 Ventura Blvd"," Encino","CA"," (818) 784-0117","Old-school","Owned",1842819.078
981,-118.5174,34.16222,"McDonalds PlayPlace-Encino,CA","17641 Ventura Blvd"," Encino","CA"," (818) 995-0052","Old-school","Owned",1519553.226
982,-117.0968,33.11709,"McDonalds-Escondido,CA","1050 W Valley Pkwy"," Escondido","CA"," (760) 745-8797","Old-school","Franchise",1879583.162
983,-117.08985,33.12908,"McDonalds PlayPlace-Escondido,CA","340 W Mission Ave"," Escondido","CA"," (760) 741-0368","Installed","Franchise",2124022.892
984,-117.074027,33.104357,"McDonalds PlayPlace-Escondido,CA","360 West Felicita Ave"," Escondido","CA"," (760) 489-0230","Installed","Franchise",1772860.544
985,-117.071,33.07137,"McDonalds PlayPlace-Escondido,CA","3400 Del Lago Blvd"," Escondido","CA"," (760) 738-8086","Old-school","Owned",1639775.765
986,-117.06868,33.06916,"McDonalds PlayPlace-Escondido,CA","200 E Via Rancho Pky"," Escondido","CA"," (760) 432-0612","Installed","Franchise",1987778.293
987,-117.0678,33.13024,"McDonalds PlayPlace-Escondido,CA","1146 E Valley Pkwy"," Escondido","CA"," (760) 746-2720","Installed","Franchise",2230130.261
988,-124.153259,40.804592,"McDonalds-Eureka,CA","1730 Fourth St"," Eureka","CA"," (707) 442-8821","Installed","Franchise",1433279.046
